Date,Description,Original Description,Category,Amount,Status
2026-05-06,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.52,Posted
2026-05-06,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.47,Posted
2026-05-06,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-4.55,Posted
2026-05-06,"Redbock Payroll","REDBOCK          PAYROLL    ***********1Q8J",Paycheck,4534.71,Posted
2026-05-05,"Stash","STASH CAPITAL (S ACH        ***********3296",Investments,-165.00,Posted
2026-05-05,"Stash Cash","Stash Cash Mngt  Stash      ***********V9P0",Investments,-30.00,Posted
2026-05-05,"Stash","Stash Financial  Stash Subs ***********14AB",Service Fee,-12.00,Posted
2026-05-05,"Uber","PAYPAL           PURCHASE   ***********UBER",Rental Car & Taxi,-9.99,Posted
2026-05-05,"Google","GOOGLE           PURCHASE   ***********W41B",Uncategorized,-8.40,Posted
2026-05-05,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-8.11,Posted
2026-05-04,"PayPal","PAYPAL           PURCHASE   ***********PLUS",Uncategorized,-13.00,Posted
2026-05-04,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-241.32,Posted
2026-05-04,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-120.77,Posted
2026-05-04,"Aragon Ai Headshots","ARAGON AI HEADSHOTS      ARAGON.AI    CA",Entertainment,-35.00,Posted
2026-05-04,"In-N-Out Burger","IN-N-OUT CHANDLER 2      CHANDLER     AZ",Fast Food,-29.89,Posted
2026-05-04,"Fandango","PAYPAL *FANDANGO         402-935-7733 CA",Movies & Dvds,-21.25,Posted
2026-05-04,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-05-04,"Desert Breeze Railr Chandler","SQ *DESERT BREEZE RAILR  Chandler     AZ",Entertainment,-8.50,Posted
2026-05-04,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.98,Posted
2026-05-04,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-2.01,Posted
2026-05-01,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2026-05-01,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-180.70,Posted
2026-05-01,"Savage X","PAYPAL *SAVAGE X         402-935-7733 CA",Clothing,-22.04,Posted
2026-05-01,"Fandango","PAYPAL *FANDANGO         402-935-7733 CA",Movies & Dvds,-21.25,Posted
2026-05-01,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-7.85,Posted
2026-05-01,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.97,Posted
2026-04-30,"City of Chandler","CITY OF CHANDLER UTILITY    ***********9285",Utilities,-82.59,Posted
2026-04-29,"ARCO","ARCO 918050              CHANDLER     AZ",Gas,-114.57,Posted
2026-04-29,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-26.56,Posted
2026-04-29,"Excalidraw.com","PLUS.EXCALIDRAW.COM      BRNO",Electronics & Software,-7.07,Posted
2026-04-29,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.84,Posted
2026-04-29,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-4.30,Posted
2026-04-28,"Stash","STASH CAPITAL (S ACH        ***********8890",Investments,-100.00,Posted
2026-04-28,"Stash Cash Udy","Stash Cash Mngt  Stash      ***********UDY0",Investments,-30.00,Posted
2026-04-28,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.40,Posted
2026-04-27,"PayPal","PAYPAL           PURCHASE   ***********OSTC",Uncategorized,-349.07,Posted
2026-04-27,"Cox Communications","COX COMM PHX     PURCHASE   ***********DwBU",Utilities,-149.95,Posted
2026-04-27,"PayPal","PAYPAL           PURCHASE   ***********1518",Uncategorized,-34.99,Posted
2026-04-27,"PayPal","PAYPAL           PURCHASE   *********** BB8",Uncategorized,-11.61,Posted
2026-04-27,"Agh Hosp","AGH HOSP MESA FW         MESA         AZ",Doctor,-83.22,Posted
2026-04-27,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-75.24,Posted
2026-04-27,"Circle K","CIRCLE K # 03462         CHANDLER     AZ",Gas,-35.69,Posted
2026-04-27,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-21.25,Posted
2026-04-27,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-15.96,Posted
2026-04-27,"Prime Video","Prime Video *BY78E4RO0   888-802-3080 WA",Television,-15.93,Posted
2026-04-27,"Prime Video","Prime Video *BS8R52Q01   888-802-3080 WA",Television,-15.93,Posted
2026-04-27,"Goodwill","GOODWILL # 098           GILBERT      AZ",Shopping,-15.71,Posted
2026-04-27,"Prime Video","Prime Video *BS89A5MA1   888-802-3080 WA",Television,-12.75,Posted
2026-04-27,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-7.41,Posted
2026-04-27,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.54,Posted
2026-04-27,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.45,Posted
2026-04-27,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-3.18,Posted
2026-04-24,"Transfer to Venmo","VENMO            PAYMENT    ***********2502",Transfer,-1000.00,Posted
2026-04-24,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-247.00,Posted
2026-04-24,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********c498",Uncategorized,-50.00,Posted
2026-04-24,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-21.25,Posted
2026-04-24,"Hulu","Hulu                     877-8244858  CA",Television,-20.47,Posted
2026-04-24,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-4.55,Posted
2026-04-24,"Transfer from Venmo","VENMO            CASHOUT    ***********8371",Transfer,250.00,Posted
2026-04-23,"Transfer to Venmo","VENMO            PAYMENT    ***********2168",Transfer,-250.00,Posted
2026-04-23,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.98,Posted
2026-04-22,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-12.75,Posted
2026-04-22,"Hulu","Hulu                     877-8244858  CA",Television,-0.50,Posted
2026-04-22,"Redbock Payroll","REDBOCK          PAYROLL    ***********3Q8J",Paycheck,4534.71,Posted
2026-04-21,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.19,Posted
2026-04-21,"Stash Cash","Stash Cash Mngt  Stash      ***********L8M1",Investments,-30.00,Posted
2026-04-21,"Circle K","CIRCLE K # 03462         CHANDLER     AZ",Gas,-100.00,Posted
2026-04-21,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-35.00,Posted
2026-04-21,"Claude.ai Subscription","CLAUDE.AI SUBSCRIPTION   ANTHROPIC.COMCA",Electronics & Software,-21.56,Posted
2026-04-21,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.40,Posted
2026-04-21,"Circle K","CIRCLE K # 03462         CHANDLER     AZ",Gas,-5.10,Posted
2026-04-21,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-3.55,Posted
2026-04-20,"Transfer to Venmo","VENMO            PAYMENT    ***********2905",Transfer,-500.00,Posted
2026-04-20,"Rocket Money Premium","Rocket Money     Premium    ***********N6E0",Financial,-10.78,Posted
2026-04-20,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-33.78,Posted
2026-04-20,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-16.98,Posted
2026-04-20,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-15.96,Posted
2026-04-20,"Walgreens","WALGREENS STORE 1985 E   CHANDLER     AZ",Pharmacy,-14.40,Posted
2026-04-20,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.99,Posted
2026-04-20,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.95,Posted
2026-04-20,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.92,Posted
2026-04-20,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.55,Posted
2026-04-20,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.47,Posted
2026-04-17,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-74.40,Posted
2026-04-17,"Bongiorno Bagels","TST*BONGIORNO BAGELS     Gilbert      AZ",Fast Food,-25.98,Posted
2026-04-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2026-04-17,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.34,Posted
2026-04-17,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.80,Posted
2026-04-17,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.77,Posted
2026-04-17,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.68,Posted
2026-04-17,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.52,Posted
2026-04-16,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2897.07,Posted
2026-04-16,"PayPal","PAYPAL           PURCHASE   *********** INC",Uncategorized,-5.67,Posted
2026-04-16,"PayPal","PAYPAL           PURCHASE   ***********TIME",Uncategorized,-4.25,Posted
2026-04-16,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-15.93,Posted
2026-04-16,"Amazon Grocery","Amazon Grocery Subscri   888-280-4331 WA",Groceries,-10.62,Posted
2026-04-16,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.13,Posted
2026-04-16,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.61,Posted
2026-04-16,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.59,Posted
2026-04-16,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.56,Posted
2026-04-16,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.50,Posted
2026-04-16,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.49,Posted
2026-04-16,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.44,Posted
2026-04-15,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-180.69,Posted
2026-04-15,"Republic Services","REPUBLICSERVICES RSIBILLPAY ***********5169",Utilities,-162.40,Posted
2026-04-15,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-149.00,Posted
2026-04-14,"Stash Cash","Stash Cash Mngt  Stash      ***********W7N7",Investments,-30.00,Posted
2026-04-14,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.02,Posted
2026-04-13,"Stash","STASH CAPITAL (S ACH        ***********5385",Investments,-400.00,Posted
2026-04-13,"PayPal","PAYPAL           PURCHASE   ***********OSTC",Uncategorized,-224.89,Posted
2026-04-13,"PayPal","PAYPAL           PURCHASE   ***********CART",Uncategorized,-115.31,Posted
2026-04-13,"PayPal","PAYPAL           PURCHASE   ***********.HBO",Uncategorized,-19.66,Posted
2026-04-13,"Third Party Service","THIRD PARTY MVS SERVICE  CHANDLER     AZ",Uncategorized,-137.66,Posted
2026-04-13,"Savage X","PAYPAL *SAVAGE X         402-935-7733 CA",Clothing,-59.95,Posted
2026-04-13,"Prime Video","Prime Video *B77RC3XC1   888-802-3080 WA",Television,-15.93,Posted
2026-04-13,"Prime Video","Prime Video *B75IT4LZ0   888-802-3080 WA",Television,-15.93,Posted
2026-04-13,"Prime Video","Prime Video *B77DM8XR1   888-802-3080 WA",Television,-15.93,Posted
2026-04-13,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-13.81,Posted
2026-04-13,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.52,Posted
2026-04-13,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-5.05,Posted
2026-04-10,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-34.10,Posted
2026-04-10,"The Perfect Clean 480-9073402 Az via Payrix","PY *The Perfect Clean    480-9073402  AZ",Home,-235.87,Posted
2026-04-09,"PayPal","PAYPAL           PURCHASE   ***********3CBD",Uncategorized,-13.81,Posted
2026-04-09,"PayPal","PAYPAL           PURCHASE   ***********RRIS",Uncategorized,-7.00,Posted
2026-04-09,"Fabletics","IBI*FABLETICS.COM        844-3225384  CA",Clothing,-69.95,Posted
2026-04-09,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-04-09,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-7.68,Posted
2026-04-09,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.58,Posted
2026-04-09,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.92,Posted
2026-04-09,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.91,Posted
2026-04-09,"Redbock Payroll","REDBOCK          PAYROLL    ***********9Q8J",Paycheck,4534.70,Posted
2026-04-08,"Transfer to Venmo","VENMO            PAYMENT    ***********3412",Transfer,-500.00,Posted
2026-04-08,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-38.46,Posted
2026-04-08,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Electronics & Software,-21.26,Posted
2026-04-08,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-20.19,Posted
2026-04-08,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.45,Posted
2026-04-08,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.82,Posted
2026-04-08,"Transfer from Venmo","VENMO            CASHOUT    ***********7896",Transfer,250.00,Posted
2026-04-07,"Stash Cash","Stash Cash Mngt  Stash      ***********RX2K",Investments,-30.00,Posted
2026-04-07,"Netflix","NETFLIX.COM              NETFLIX.COM  CA",Television,-19.39,Posted
2026-04-06,"PayPal","PAYPAL           PURCHASE   ***********OSTC",Uncategorized,-263.26,Posted
2026-04-06,"PayPal","PAYPAL           PURCHASE   ***********OSTC",Uncategorized,-61.04,Posted
2026-04-06,"PayPal","PAYPAL           PURCHASE   ***********EATS",Uncategorized,-53.44,Posted
2026-04-06,"PayPal","PAYPAL           PURCHASE   ***********EATS",Uncategorized,-11.36,Posted
2026-04-06,"Uber","PAYPAL           PURCHASE   ***********UBER",Rental Car & Taxi,-9.99,Posted
2026-04-06,"Google","GOOGLE           PURCHASE   ***********E318",Uncategorized,-8.40,Posted
2026-04-06,"Foot Locker","PAYPAL *FOOTLOCKER       402-935-7733 WI",Clothing,-154.14,Posted
2026-04-06,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-29.69,Posted
2026-04-06,"Prime Video","Prime Video *BG6E86SV0   888-802-3080 WA",Television,-21.25,Posted
2026-04-06,"Walgreens","WALGREENS STORE 1925 W   CHANDLER     AZ",Pharmacy,-6.09,Posted
2026-04-06,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.09,Posted
2026-04-06,"Anthropic","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.95,Posted
2026-04-06,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-4.55,Posted
2026-04-03,"Interest Paid","INTEREST PAID",Interest Income,0.04,Posted
2026-04-03,"Taxes Withheld","TAX WITHHELD",Taxes,-0.01,Posted
2026-04-03,"Stash","STASH CAPITAL (S ACH        ***********7977",Investments,-165.00,Posted
2026-04-03,"PayPal","PAYPAL           PURCHASE   ***********PLUS",Uncategorized,-13.00,Posted
2026-04-03,"Stash","Stash Financial  Stash Subs ***********D4B3",Service Fee,-12.00,Posted
2026-04-03,"Circle K","CIRCLE K # 03462         CHANDLER     AZ",Gas,-32.44,Posted
2026-04-03,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-21.25,Posted
2026-04-03,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-14.87,Posted
2026-04-02,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.93,Posted
2026-04-02,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.31,Posted
2026-04-02,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.54,Posted
2026-04-02,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.40,Posted
2026-04-01,"Trueclassictees Trueclassicteca","SP TRUECLASSICTEES.C     TRUECLASSICTECA",Clothing,-139.80,Posted
2026-04-01,"Emissions Go Phoenix","AZ Vehicle Emissions Go  Phoenix      AZ",Service & Parts,-16.15,Posted
2026-04-01,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-04-01,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.80,Posted
2026-04-01,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.08,Posted
2026-04-01,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.08,Posted
2026-04-01,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.96,Posted
2026-04-01,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.79,Posted
2026-03-31,"Stash Cash Ewq","Stash Cash Mngt  Stash      ***********5EWQ",Investments,-30.00,Posted
2026-03-31,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-41.25,Posted
2026-03-31,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.45,Posted
2026-03-31,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.23,Posted
2026-03-31,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.12,Posted
2026-03-30,"Transfer to Venmo","VENMO            PAYMENT    ***********2944",Transfer,-1000.00,Posted
2026-03-30,"City of Chandler","CITY OF CHANDLER UTILITY    ***********3946",Utilities,-76.73,Posted
2026-03-30,"Agh Ed Germann","AGH ED GERMANN           CHANDLER     AZ",Doctor,-150.00,Posted
2026-03-30,"Uptown Jungle","Uptown Jungle Chandler   Chandler     AZ",Amusement,-54.98,Posted
2026-03-30,"Walgreens","WALGREENS STORE 1985 E   CHANDLER     AZ",Pharmacy,-22.53,Posted
2026-03-30,"Walgreens","WALGREENS STORE 1985 E   CHANDLER     AZ",Pharmacy,-20.98,Posted
2026-03-30,"Uptown Jungle","Uptown Jungle Chandler   Chandler     AZ",Amusement,-11.86,Posted
2026-03-30,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.82,Posted
2026-03-30,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.76,Posted
2026-03-30,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.76,Posted
2026-03-27,"Cox Communications","COX COMM PHX     PURCHASE   ***********BtyO",Utilities,-239.95,Posted
2026-03-27,"Tr Cl Tees","PAYPAL *TR CL TEES       402-935-7733 CA",Clothing,-127.03,Posted
2026-03-27,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-60.63,Posted
2026-03-27,"Bongiorno Bagels","TST*BONGIORNO BAGELS     Gilbert      AZ",Fast Food,-34.33,Posted
2026-03-27,"Marshalls","MARSHALLS #205           GILBERT      AZ",Shopping,-21.54,Posted
2026-03-27,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.08,Posted
2026-03-27,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-3.18,Posted
2026-03-26,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-201.38,Posted
2026-03-26,"Stash","STASH CAPITAL (S ACH        ***********1150",Investments,-100.00,Posted
2026-03-26,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-34.99,Posted
2026-03-26,"PayPal Purchase","PAYPAL           INST XFER  *********** 6C3",Uncategorized,-11.61,Posted
2026-03-26,"Savage X","PAYPAL *SAVAGE X         402-935-7733 CA",Clothing,-53.16,Posted
2026-03-26,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.57,Posted
2026-03-26,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.55,Posted
2026-03-26,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.42,Posted
2026-03-25,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-29.72,Posted
2026-03-25,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-9.04,Posted
2026-03-25,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.92,Posted
2026-03-25,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.91,Posted
2026-03-25,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.82,Posted
2026-03-25,"Redbock Payroll","REDBOCK          PAYROLL    ***********5Q8J",Paycheck,4534.71,Posted
2026-03-24,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-223.00,Posted
2026-03-24,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********145d",Uncategorized,-50.00,Posted
2026-03-24,"Stash Cash","Stash Cash Mngt  Stash      ***********L058",Investments,-30.00,Posted
2026-03-24,"Hims & Hers Health","HIMS & HERS HEALTH       FORHIMS.COM  CA",Pharmacy,-234.00,Posted
2026-03-24,"Circle K","CIRCLE K # 03462         CHANDLER     AZ",Gas,-51.96,Posted
2026-03-24,"Hulu","Hulu                     877-8244858  CA",Television,-12.93,Posted
2026-03-24,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.75,Posted
2026-03-23,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.19,Posted
2026-03-23,"Goodwill","GOODWILL #110204         CHANDLER     AZ",Shopping,-107.45,Posted
2026-03-23,"Dutchmans County Apache Juncti","TST*DUTCHMANS COUNTY BB  Apache JunctiAZ",Restaurants,-87.14,Posted
2026-03-23,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-52.06,Posted
2026-03-23,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Electronics & Software,-16.59,Posted
2026-03-23,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-12.75,Posted
2026-03-23,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.76,Posted
2026-03-23,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.20,Posted
2026-03-23,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.10,Posted
2026-03-23,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.03,Posted
2026-03-23,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.64,Posted
2026-03-20,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.13,Posted
2026-03-19,"Rocket Money Premium","Rocket Money     Premium    ***********P8I1",Financial,-10.78,Posted
2026-03-19,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2026-03-19,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.52,Posted
2026-03-19,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.43,Posted
2026-03-18,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.41,Posted
2026-03-17,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-176.84,Posted
2026-03-17,"Stash Cash","Stash Cash Mngt  Stash      ***********VLV5",Investments,-30.00,Posted
2026-03-17,"Claude.ai Subscription","CLAUDE.AI SUBSCRIPTION   ANTHROPIC.COMCA",Electronics & Software,-21.56,Posted
2026-03-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2026-03-16,"LAKEVIEW LN SRV  MTG PYMT   ***********8233","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Category Pending,-2897.07,Posted
2026-03-16,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-254.14,Posted
2026-03-16,"Hilton Garden Inn","HILTON GARDEN INN        623-4718400  AZ",Hotel,-398.83,Posted
2026-03-16,"Phoenix Zoo","PHOENIX ZOO              602-286-3800 AZ",Entertainment,-264.60,Posted
2026-03-16,"DC STEAKHOUSE            CHANDLER     AZ","DC STEAKHOUSE            CHANDLER     AZ",Category Pending,-258.61,Posted
2026-03-16,"The Hidden House","THE HIDDEN HOUSE         CHANDLER     AZ",Restaurants,-155.72,Posted
2026-03-16,"Third Party Service","THIRD PARTY MVS SERVICE  CHANDLER     AZ",Uncategorized,-65.00,Posted
2026-03-16,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-30.58,Posted
2026-03-16,"Phxaz the Garden","TST* PHXAZ - THE GARDEN  CHANDLER     AZ",Restaurants,-23.71,Posted
2026-03-16,"Kindle","Kindle Svcs*BD74142Z2    888-802-3080 WA",Books,-12.12,Posted
2026-03-16,"Amazon Grocery","Amazon Grocery Subscri   888-280-4331 WA",Groceries,-10.62,Posted
2026-03-16,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.70,Posted
2026-03-16,"Coca Cola","COCA COLA TEMPE AZ       TEMPE        AZ",Food & Dining,-5.10,Posted
2026-03-13,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-32.68,Posted
2026-03-13,"PayPal Purchase","PAYPAL           INST XFER  ***********.HBO",Uncategorized,-19.66,Posted
2026-03-13,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-2000.00,Posted
2026-03-13,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-62.71,Posted
2026-03-12,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.39,Posted
2026-03-11,"Stash","STASH CAPITAL (S ACH        ***********1011",Investments,-50.00,Posted
2026-03-11,"Savage X","PAYPAL *SAVAGE X         402-935-7733 CA",Clothing,-59.95,Posted
2026-03-11,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-13.81,Posted
2026-03-11,"Redbock Payroll","REDBOCK          PAYROLL    ***********7Q8J",Paycheck,4891.55,Posted
2026-03-10,"Stash Cash","Stash Cash Mngt  Stash      ***********RF6V",Investments,-30.00,Posted
